"","product_productid","movie_count","total_votes","movie_score_avg","movie_score_1","movie_score_2","movie_score_3","movie_score_4","movie_score_5"
"19405","B00520L1D8",108,594,4.22222222222222,8,5,7,23,65
"19406","B0052AC8C6",349,3808,3.69914040114613,52,31,43,67,156
"19407","B0052C4P70",145,1598,3.8,19,9,20,31,66
"19408","B0052C5EHU",326,4832,4.61963190184049,9,9,9,43,256
"19409","B0052E8XFI",123,721,4.58536585365854,5,2,4,17,95
"19410","B0052E9E1U",133,495,4.62406015037594,2,0,7,28,96
"19411","B0052QXAEK",129,473,3.44961240310078,23,13,21,27,45
"19412","B0052UGBF6",149,579,4.7986577181208,1,3,2,13,130
"19413","B0052XI5HK",101,237,3.3960396039604,14,11,24,25,27
"19414","B0052XI5J8",101,237,3.3960396039604,14,11,24,25,27
"19415","B0052XI5SO",101,229,3.51485148514851,10,11,25,27,28
"19416","B005335K9A",107,190,4.64485981308411,1,5,4,11,86
"19417","B0053EZTP4",470,2553,4.39574468085106,11,12,45,114,288
"19418","B0053EZTWC",470,2553,4.39574468085106,11,12,45,114,288
"19419","B0053F03MM",217,786,4.14285714285714,7,8,24,86,92
"19420","B0053F0BLA",472,2579,4.39406779661017,11,12,46,114,289
"19421","B0053FANRC",111,336,3.91891891891892,11,6,13,32,49
"19422","B0053H3XOA",567,6025,3.60670194003527,97,59,64,97,250
"19423","B0053HGTR8",131,1301,4.43511450381679,4,7,12,13,95
"19424","B0053O89WY",149,2212,4.44295302013423,10,3,12,10,114
"19425","B0053O89XI",149,2212,4.44295302013423,10,3,12,10,114
"19426","B0053O8AKU",110,972,4.90909090909091,1,0,1,4,104
"19427","B0053O8ALE",110,972,4.90909090909091,1,0,1,4,104
"19428","B0053Q9DHW",281,1554,3.53024911032028,40,36,48,49,108
"19429","B0053Q9DQI",281,1554,3.53024911032028,40,36,48,49,108
"19430","B0053TWV2I",180,719,4.37222222222222,7,5,14,42,112
"19431","B0053TWV78",180,719,4.37222222222222,7,5,14,42,112
"19432","B0053TWVQ4",100,640,4.44,4,3,5,21,67
"19433","B0053TWVZA",100,640,4.44,4,3,5,21,67
"19434","B0053Y7T1G",375,2129,3.69866666666667,38,34,71,92,140
"19435","B0053Y8KKU",194,1014,3.62371134020619,22,17,32,64,59
"19436","B0053YACVA",227,947,4.10132158590308,7,13,30,77,100
"19437","B0053ZHZI2",516,4218,4.62403100775194,22,11,13,47,423
"19438","B00540G3G6",513,1288,4.71929824561404,13,6,9,56,429
"19439","B005411P6I",104,218,4.75961538461539,0,0,2,21,81
"19440","B00542UMIY",128,320,4.1796875,12,1,14,26,75
"19441","B00542USJW",137,212,4.42335766423358,8,3,6,26,94
"19442","B0054I14PI",394,3094,4.81218274111675,3,2,15,26,348
"19443","B0054JELTI",322,866,4.51242236024845,11,13,14,46,238
"19444","B0054JELUC",316,848,3.53164556962025,46,32,54,76,108
"19445","B0054JELUW",267,1431,4.05992509363296,22,15,31,56,143
"19446","B0054K8O36",375,2129,3.69866666666667,38,34,71,92,140
"19447","B0054LZ0VO",209,1209,4.50717703349282,9,8,9,25,158
"19448","B0054M0KKO",101,237,3.3960396039604,14,11,24,25,27
"19449","B0054NRC6S",115,451,3.93913043478261,4,5,28,35,43
"19450","B0054OGQGE",129,246,4.01550387596899,6,4,23,45,51
"19451","B0054OGQM8",653,1973,4.65237366003063,11,15,24,90,513
"19452","B0054OGQOQ",653,1973,4.65237366003063,11,15,24,90,513
"19453","B0054OGQQ4",208,2618,3.23076923076923,49,24,26,48,61
"19454","B0054OGQS2",564,5960,3.60992907801418,96,59,63,97,249
"19455","B0054PSY2W",373,1656,4.54691689008043,8,11,19,66,269
"19456","B0054PSY5O",310,1641,4.1,32,15,19,68,176
"19457","B0054QHGYI",103,514,4.06796116504854,4,3,11,49,36
"19458","B0054QHHHE",188,2459,4.31914893617021,15,8,8,28,129
"19459","B0054R072U",516,4218,4.62403100775194,22,11,13,47,423
"19460","B0054SMID0",216,719,4.25925925925926,8,5,26,61,116
"19461","B00552MPS8",183,1088,3.84699453551913,14,15,35,40,79
"19462","B00553K9OO",109,982,4.22935779816514,8,3,8,27,63
"19463","B0055CP9ZO",237,658,3.42616033755274,30,31,56,48,72
"19464","B0055D3EFU",279,1695,3.59498207885305,39,30,39,68,103
"19465","B0055EAJ7A",632,3938,4.00158227848101,50,49,58,168,307
"19466","B0055HK6WA",133,397,4.57894736842105,4,6,7,8,108
"19467","B0055HK710",169,956,3.35502958579882,25,20,32,54,38
"19468","B0055HOIMY",366,2832,4.59562841530055,5,9,21,59,272
"19469","B0055OTJNA",135,656,3.65925925925926,11,14,27,41,42
"19470","B0055OTJPS",100,401,4.49,1,1,10,24,64
"19471","B0055OTJQC",194,1694,4.1340206185567,23,7,10,35,119
"19472","B0055PMURG",291,1391,4.66323024054983,12,1,8,31,239
"19473","B0055QL9V8",100,201,4.16,2,3,10,47,38
"19474","B0055SJVPW",189,835,3.35978835978836,47,15,24,29,74
"19475","B0055V2J5S",630,5466,3.28571428571429,155,70,74,102,229
"19476","B0055X0DJ0",630,5466,3.28571428571429,155,70,74,102,229
"19477","B00562D3Y2",100,401,4.49,1,1,10,24,64
"19478","B00562I40K",135,656,3.65925925925926,11,14,27,41,42
"19479","B00567DD4C",169,1074,3.21301775147929,40,26,16,32,55
"19480","B00567TD7I",113,793,4.30973451327434,4,4,13,24,68
"19481","B00569I56Q",177,966,4.85310734463277,0,1,5,13,158
"19482","B00569I5BQ",156,885,4.44871794871795,8,4,5,32,107
"19483","B0056BU3I2",278,932,4.3273381294964,16,15,17,44,186
"19484","B0056EBI24",148,373,4.65540540540541,1,5,7,18,117
"19485","B0056IXS7S",773,5358,3.50452781371281,178,72,65,98,360
"19486","B0056JH2MY",158,574,3.75949367088608,19,8,20,56,55
"19487","B0056JHBNE",200,1438,3.57,26,19,40,45,70
"19488","B0056JJXOO",168,994,4.82142857142857,1,1,3,17,146
"19489","B0056JJY2K",125,970,4.544,5,5,7,8,100
"19490","B0056PTY4M",161,1073,3.8695652173913,15,11,23,43,69
"19491","B0056SO2N2",237,990,4.12236286919831,13,18,20,62,124
"19492","B005721W9O",453,1664,4.60927152317881,2,4,17,123,307
"19493","B00578HJNQ",121,379,4.26446280991736,11,6,8,11,85
"19494","B0057ASPEG",170,2835,3.92352941176471,18,11,19,40,82
"19495","B0057ASPP0",170,2835,3.92352941176471,18,11,19,40,82
"19496","B0057FGCJQ",329,1285,4.58358662613982,5,4,18,69,233
"19497","B0057GUE3K",192,1657,3.86979166666667,19,20,15,51,87
"19498","B0057HILMU",142,866,3.40140845070423,15,24,24,47,32
"19499","B0057O6IDW",101,520,3.45544554455446,14,13,17,27,30
"19500","B0057O6IMS",101,520,3.45544554455446,14,13,17,27,30
"19501","B0057R5G6E",339,2090,4.37463126843658,17,7,24,75,216
"19502","B0057R5XRG",339,2090,4.37463126843658,17,7,24,75,216
"19503","B0057RCFQS",339,2090,4.37463126843658,17,7,24,75,216
"19504","B0057UA486",184,1521,4.20652173913043,13,6,16,44,105
"19505","B0057UA4BI",394,3094,4.81218274111675,3,2,15,26,348
"19506","B0057UA4CW",132,1330,3.96969696969697,9,10,15,40,58
"19507","B0057UIV9K",142,866,3.40140845070423,15,24,24,47,32
"19508","B0057ZAA0S",120,701,4.63333333333333,3,0,6,20,91
"19509","B0057ZAA6W",120,701,4.63333333333333,3,0,6,20,91
"19510","B0058477ZE",225,1130,4.74222222222222,3,3,7,23,189
"19511","B005898DDO",202,2218,4.57425742574257,4,6,8,36,148
"19512","B005898EX8",202,1412,4.74752475247525,2,3,8,18,171
"19513","B005898GUY",147,878,3.0952380952381,33,22,23,36,33
"19514","B0058BIUKS",130,595,4.39230769230769,5,4,6,35,80
"19515","B0058J3S16",113,2312,3.02654867256637,51,2,3,7,50
"19516","B0058O1FGQ",103,238,4.37864077669903,0,3,12,31,57
"19517","B0058Q291E",506,3174,3.05731225296443,102,76,114,119,95
"19518","B0058Q2AIG",135,245,3.21481481481481,18,23,36,28,30
"19519","B0058Q4598",413,1781,2.62227602905569,143,74,62,64,70
"19520","B0058RN85O",128,826,4.7421875,5,1,2,6,114
"19521","B0058S0OMS",225,885,4.02666666666667,3,20,39,69,94
"19522","B0058YKDOQ",146,753,4.23287671232877,0,8,21,46,71
"19523","B0058YKE36",146,753,4.23287671232877,0,8,21,46,71
"19524","B0058YPG1G",281,1933,4.73309608540925,12,2,5,11,251
"19525","B0058YPG2K",281,1933,4.73309608540925,12,2,5,11,251
"19526","B0058YPGSY",358,480,4.74301675977654,10,3,10,23,312
"19527","B0058YPGVQ",358,480,4.74301675977654,10,3,10,23,312
"19528","B0058YPL66",133,1269,4.76691729323308,2,1,4,12,114
"19529","B0058YPLA2",133,1269,4.76691729323308,2,1,4,12,114
"19530","B0058YPN0U",119,740,3.88235294117647,12,5,19,32,51
"19531","B0058YPN4G",119,740,3.88235294117647,12,5,19,32,51
"19532","B0058ZPNUE",382,1249,4.33507853403141,7,20,26,114,215
"19533","B0058ZWRP8",110,430,3.93636363636364,8,5,15,40,42
"19534","B0058ZWWEY",110,430,3.93636363636364,8,5,15,40,42
"19535","B0058ZWYJC",151,364,4.66887417218543,4,3,3,19,122
"19536","B0058ZZP4S",123,182,4.69105691056911,4,1,3,13,102
"19537","B00595W44Q",136,469,2.77205882352941,40,28,17,25,26
"19538","B0059XTTW8",311,2693,2.87459807073955,92,46,46,63,64
"19539","B0059XTUB8",212,756,3.93867924528302,10,14,31,81,76
"19540","B0059XTUEK",212,756,3.93867924528302,10,14,31,81,76
"19541","B0059XTUR2",124,782,3.73387096774194,12,13,15,40,44
"19542","B0059XTUT0",124,790,3.73387096774194,12,13,15,40,44
"19543","B0059XTUVI",377,2597,2.9946949602122,83,65,86,57,86
"19544","B0059XTUXQ",377,2593,2.9946949602122,83,65,86,57,86
"19545","B005A1GS00",121,1114,4.52066115702479,8,4,2,10,97
"19546","B005ADQKVU",142,1378,4.28169014084507,7,7,9,35,84
"19547","B005ADQVX2",139,753,3.56115107913669,27,11,16,27,58
"19548","B005AK127K",271,1710,4.50922509225092,11,7,16,36,201
"19549","B005AKA91A",331,2430,4.52870090634441,6,8,21,66,230
"19550","B005ALWURU",131,918,4.24427480916031,7,9,9,26,80
"19551","B005ARABUW",165,1774,2.26666666666667,80,24,21,17,23
"19552","B005AUWXZ0",463,4263,3.52483801295896,85,57,51,70,200
"19553","B005AUWY2W",463,4263,3.52483801295896,85,57,51,70,200
"19554","B005AUWY90",463,4263,3.52483801295896,85,57,51,70,200
"19555","B005BCE7BK",248,1286,3.91935483870968,18,20,41,54,115
"19556","B005BCE7FQ",356,1044,4.3623595505618,21,8,28,63,236
"19557","B005BCE7II",238,830,4.18067226890756,16,16,22,39,145
"19558","B005BDZN62",202,1448,4.65346534653465,7,1,11,17,166
"19559","B005BDZQKU",202,1448,4.65346534653465,7,1,11,17,166
"19560","B005BG2FII",169,956,3.35502958579882,25,20,32,54,38
"19561","B005BX3NKK",106,629,4.5,3,7,4,12,80
"19562","B005BXY1QK",225,1130,4.74222222222222,3,3,7,23,189
"19563","B005BYBZKY",177,2981,4.55367231638418,9,5,6,16,141
"19564","B005BYBZPY",153,579,4.72549019607843,2,4,5,12,130
"19565","B005C0ANKA",137,1015,3.67883211678832,18,12,21,31,55
"19566","B005C0DHEY",150,2296,4.32,18,3,3,15,111
"19567","B005C0DHIK",150,2296,4.32,18,3,3,15,111
"19568","B005CA4SJW",606,3494,4.54290429042904,19,16,31,91,449
"19569","B005CA4SQK",606,3494,4.54290429042904,19,16,31,91,449
"19570","B005CCTICM",107,190,4.64485981308411,1,5,4,11,86
"19571","B005CGI4O6",180,1574,4.52222222222222,6,7,8,25,134
"19572","B005CHTXY0",773,5358,3.50452781371281,178,72,65,98,360
"19573","B005CM1ICK",153,1016,4.03921568627451,7,11,17,52,66
"19574","B005CM1IES",207,902,4.33333333333333,14,4,13,44,132
"19575","B005CM1ILG",174,588,3.3735632183908,24,25,33,46,46
"19576","B005CM1ILQ",108,171,4.38888888888889,1,3,12,29,63
"19577","B005CM1IMU",295,1610,4.57966101694915,14,3,11,37,230
"19578","B005CMSDKA",271,2076,3.40221402214022,54,24,41,63,89
"19579","B005CMSDLE",271,2082,3.40221402214022,54,24,41,63,89
"19580","B005CNFVOA",196,787,4.27551020408163,7,11,13,55,110
"19581","B005COPWZW",375,2129,3.69866666666667,38,34,71,92,140
"19582","B005CRM0Q8",300,547,4.49,10,13,18,38,221
"19583","B005CRMXKQ",300,547,4.49,10,13,18,38,221
"19584","B005CSYQ2S",119,740,3.88235294117647,12,5,19,32,51
"19585","B005CV1KZ6",326,624,3.90184049079755,21,22,56,96,131
"19586","B005CV1L3M",132,403,3.59848484848485,10,14,34,35,39
"19587","B005CXOG8M",459,3257,4.63616557734205,12,12,14,55,366
"19588","B005D0OHA6",170,784,4.55882352941176,7,2,6,29,126
"19589","B005D0RDIE",145,1184,4.42758620689655,10,2,9,19,105
"19590","B005D0RDKW",145,1184,4.42758620689655,10,2,9,19,105
"19591","B005D0RDM0",226,2577,3.74336283185841,43,18,15,28,122
"19592","B005D0RDO8",128,3020,3.4375,32,9,10,25,52
"19593","B005D0RDVG",158,636,4.60126582278481,1,5,5,34,113
"19594","B005D81W5Q",156,935,2.93589743589744,41,21,34,27,33
"19595","B005DBLDB6",189,706,4.75132275132275,1,0,2,39,147
"19596","B005DCJ1A0",267,862,4.38576779026217,16,10,9,52,180
"19597","B005DCJ1J6",107,592,4.11214953271028,5,8,9,33,52
"19598","B005DCJ218",139,309,3.27338129496403,26,20,25,26,42
"19599","B005DD7H50",231,1110,3.995670995671,14,18,25,72,102
"19600","B005DD7MH8",231,1110,3.995670995671,14,18,25,72,102
"19601","B005DEUEQI",165,396,4.30909090909091,1,5,20,55,84
"19602","B005DJ7AZG",311,945,4.48553054662379,13,8,15,54,221
"19603","B005DJGMQE",161,1101,3.90062111801242,12,14,20,47,68
"19604","B005DKS1U8",115,373,4.0695652173913,5,2,20,41,47
"19605","B005DKS1XK",347,1086,4.89337175792507,2,0,2,25,318
"19606","B005DLT7D2",463,4263,3.52483801295896,85,57,51,70,200
"19607","B005DN7W4G",135,784,3.84444444444444,17,9,13,35,61
"19608","B005DN7W78",123,585,4.52845528455285,1,5,6,27,84
"19609","B005DNOBBI",121,436,3.05785123966942,29,16,26,19,31
"19610","B005DNPFUE",205,1043,4.6390243902439,4,8,10,14,169
"19611","B005DNPJKU",122,529,4.84426229508197,0,0,4,11,107
"19612","B005DNPKSQ",170,766,4.55294117647059,2,5,9,35,119
"19613","B005DS0W8O",232,778,4.63362068965517,6,6,8,27,185
"19614","B005DVINPU",271,848,4.43911439114391,9,5,16,69,172
"19615","B005DVIOHM",153,767,3.59477124183007,12,25,26,40,50
"19616","B005DVIOJA",168,579,3.79761904761905,10,13,36,51,58
"19617","B005DVIORW",211,1088,4.01421800947867,8,12,43,54,94
"19618","B005DVIOSG",288,1572,2.54513888888889,84,63,72,38,31
"19619","B005DVIOXQ",132,398,4.65151515151515,4,5,4,7,112
"19620","B005DVIPJY",353,911,3.5042492917847,55,34,63,80,121
"19621","B005DVIPM6",126,640,4.42857142857143,0,3,10,43,70
"19622","B005DVIPSU",135,704,3.04444444444444,18,32,34,28,23
"19623","B005DVIQ7K",269,1484,3.58736059479554,44,21,31,79,94
"19624","B005DVIQFC",197,944,4.19289340101523,7,13,17,58,102
"19625","B005DWBO0K",172,2029,4.32558139534884,10,6,11,36,109
"19626","B005DXCO94",134,1869,4.35820895522388,12,3,9,11,99
"19627","B005DZ35RC",461,3027,3.67462039045553,54,52,61,117,177
"19628","B005DZ35TU",151,272,4.6887417218543,2,1,4,28,116
"19629","B005E7OUL4",336,685,4.73809523809524,9,2,6,34,285
"19630","B005E7SEMU",242,653,4.77685950413223,6,1,5,17,213
"19631","B005EJNAK4",127,268,3.45669291338583,10,17,34,37,29
"19632","B005ELMC0G",114,446,4.2719298245614,3,9,11,22,69
"19633","B005ELMC0Q",114,446,4.2719298245614,3,9,11,22,69
"19634","B005ELMC1U",114,446,4.2719298245614,3,9,11,22,69
"19635","B005ERITDO",122,774,4.4344262295082,2,5,6,34,75
"19636","B005ERX1UU",102,294,4.31372549019608,2,4,13,24,59
"19637","B005ERX20E",118,1072,4.38983050847458,5,2,10,26,75
"19638","B005EY2XFC",102,274,4.72549019607843,2,1,3,11,85
"19639","B005EYFKZ2",101,493,3.67326732673267,17,7,11,23,43
"19640","B005EYFP3E",101,493,3.67326732673267,17,7,11,23,43
"19641","B005F2BC6O",154,1035,3.33766233766234,24,18,26,54,32
"19642","B005F2JRTS",175,566,4.44,3,3,14,49,106
"19643","B005F2JRUC",175,566,4.44,3,3,14,49,106
"19644","B005F3VLZA",124,2257,3.94354838709677,13,6,15,31,59
"19645","B005F3XVA8",110,481,3.65454545454545,15,9,14,33,39
"19646","B005F44X36",125,1081,4.056,22,4,3,12,84
"19647","B005F96UF0",350,1050,4.64,8,3,12,61,266
"19648","B005F96UJ6",375,1077,4.62933333333333,8,5,14,64,284
"19649","B005FDW546",113,362,4.61061946902655,1,1,7,23,81
"19650","B005FDWELA",210,670,4.38095238095238,10,10,10,40,140
"19651","B005FDWF0U",113,362,4.61061946902655,1,1,7,23,81
"19652","B005FDXT32",395,2430,4.46582278481013,16,19,18,54,288
"19653","B005FHWWXQ",472,2579,4.39406779661017,11,12,46,114,289
"19654","B005FHXB0O",202,980,4.55940594059406,3,5,10,42,142
"19655","B005FI36OE",131,1173,4.9236641221374,0,1,1,5,124
"19656","B005FISBTO",228,1808,3.83771929824561,34,15,29,26,124
"19657","B005FISBV2",228,1808,3.83771929824561,34,15,29,26,124
"19658","B005FITIDC",143,809,4.45454545454545,2,9,11,21,100
"19659","B005FITIF0",143,809,4.45454545454545,2,9,11,21,100
"19660","B005FITIGO",188,1123,3.72340425531915,20,19,29,45,75
"19661","B005FITIIC",188,1123,3.72340425531915,20,19,29,45,75
"19662","B005FITIK0",171,1173,2.77777777777778,61,19,20,39,32
"19663","B005FITILO",171,1173,2.77777777777778,61,19,20,39,32
"19664","B005FJ7DOM",136,455,3.95588235294118,5,17,11,49,54
"19665","B005FJ7F7M",136,455,3.95588235294118,5,17,11,49,54
"19666","B005FOW9CI",509,2133,4.69744597249509,13,7,18,45,426
"19667","B005FOW9SW",509,2133,4.69744597249509,13,7,18,45,426
"19668","B005FUTBV4",133,1470,3.60902255639098,25,11,12,28,57
"19669","B005FUTBWS",133,1470,3.60902255639098,25,11,12,28,57
"19670","B005FUTC1I",157,1133,4.48407643312102,6,2,8,35,106
"19671","B005FUTC86",222,611,4.54054054054054,9,1,13,37,162
"19672","B005FUTC90",183,1212,3.33879781420765,40,16,22,52,53
"19673","B005FY0FPG",131,1173,4.9236641221374,0,1,1,5,124
"19674","B005FY0FRE",131,1173,4.9236641221374,0,1,1,5,124
"19675","B005G4TJI4",575,4772,3.54260869565217,112,60,65,80,258
"19676","B005G4TJUC",575,4772,3.54260869565217,112,60,65,80,258
"19677","B005GHP32W",847,6329,4.07438016528926,76,51,74,179,467
"19678","B005GPFZEK",117,901,4.11111111111111,14,5,6,21,71
"19679","B005GSVFAK",618,3553,4.58252427184466,23,10,31,74,480
"19680","B005GSVFBE",320,1766,4.65625,11,6,14,20,269
"19681","B005GSVFDW",255,629,4.52941176470588,5,7,10,59,174
"19682","B005GSVFF0",152,554,3.74342105263158,12,13,27,50,50
"19683","B005GSVFGY",223,643,4.46188340807175,4,1,20,61,137
"19684","B005GT3XGS",120,503,4.6,5,3,4,11,97
"19685","B005H81JP0",463,4263,3.52483801295896,85,57,51,70,200
"19686","B005H9B44A",632,3938,4.00158227848101,50,49,58,168,307
"19687","B005HGZV6U",133,649,4.66917293233083,3,3,2,19,106
"19688","B005HI4LLY",252,461,4.73015873015873,0,1,7,51,193
"19689","B005HI4LMS",252,461,4.73015873015873,0,1,7,51,193
"19690","B005HIEFC4",180,548,3.65,23,16,29,45,67
"19691","B005HK13P4",262,1786,4.58778625954198,10,8,10,24,210
"19692","B005HK13QS",262,1786,4.58778625954198,10,8,10,24,210
"19693","B005HK13SG",120,688,4.69166666666667,2,2,5,13,98
"19694","B005HMHOZU",127,705,4.37007874015748,7,3,8,27,82
"19695","B005HMHP8G",105,428,4.72380952380952,1,3,1,14,86
"19696","B005HMHPGI",562,3594,4.75266903914591,11,9,15,38,489
"19697","B005HT3ZZQ",133,495,4.62406015037594,2,0,7,28,96
"19698","B005HT400A",190,2003,4.18421052631579,14,12,17,29,118
"19699","B005HV6Y5W",418,7747,3.12679425837321,146,35,28,38,171
"19700","B005HWAOHK",123,531,3.50406504065041,18,13,17,39,36
"19701","B005HWAOP2",123,531,3.50406504065041,18,13,17,39,36
"19702","B005I5C5OQ",119,741,3.88235294117647,12,5,19,32,51
"19703","B005I5C654",119,741,3.88235294117647,12,5,19,32,51
"19704","B005I64U34",582,4195,2.93986254295533,174,56,109,117,126
"19705","B005I64U5C",582,4195,2.93986254295533,174,56,109,117,126
"19706","B005I64U66",383,2719,3.15404699738903,106,47,43,56,131
"19707","B005IA9JZO",112,658,4.33928571428571,5,6,4,28,69
"19708","B005IA9K2G",153,774,4.67320261437909,7,2,1,14,129
"19709","B005IF18W6",101,237,3.3960396039604,14,11,24,25,27
"19710","B005IGDW24",126,526,3.50793650793651,27,12,11,22,54
"19711","B005ILYWN2",195,805,4.20512820512821,12,8,16,51,108
"19712","B005INZZ04",102,1754,2.42156862745098,51,9,15,2,25
"19713","B005IUIVNA",183,1088,3.84699453551913,14,15,35,40,79
"19714","B005IUIXLA",127,200,4.43307086614173,5,3,10,23,86
"19715","B005IZLPKQ",540,4067,3.92037037037037,48,45,61,134,252
"19716","B005IZLPME",540,4067,3.92037037037037,48,45,61,134,252
"19717","B005IZLPMY",540,4067,3.92037037037037,48,45,61,134,252
"19718","B005J4TLN4",126,626,3.95238095238095,10,6,17,40,53
"19719","B005J4TLQG",126,626,3.95238095238095,10,6,17,40,53
"19720","B005J6LKVI",724,2909,4.51243093922652,30,25,35,88,546
"19721","B005J6U77Q",140,2682,4.82857142857143,1,3,3,5,128
"19722","B005J9ZE5I",250,754,4.556,2,7,13,56,172
"19723","B005J9ZFQG",250,754,4.556,2,7,13,56,172
"19724","B005JAUF0G",278,1499,3.67625899280576,28,32,52,56,110
"19725","B005JE7WKI",252,461,4.73015873015873,0,1,7,51,193
"19726","B005JJSGBW",123,458,4.78048780487805,1,2,2,13,105
"19727","B005JSM5YW",291,1248,3.88659793814433,39,23,24,51,154
"19728","B005JSOW02",102,1766,2.42156862745098,51,9,15,2,25
"19729","B005JTLTF2",278,2142,4.64748201438849,4,7,12,37,218
"19730","B005JTLTI4",278,2142,4.64748201438849,4,7,12,37,218
"19731","B005JZBP4Q",112,563,4.41071428571429,4,2,6,32,68
"19732","B005JZBP8W",230,2079,4.25652173913043,18,12,13,37,150
"19733","B005JZRZ3Q",202,492,4.79207920792079,5,0,5,12,180
"19734","B005K23RS0",515,4218,4.62330097087379,22,11,13,47,422
"19735","B005K23S20",516,4218,4.62403100775194,22,11,13,47,423
"19736","B005K8QI9E",143,1148,4.21678321678322,6,10,15,28,84
"19737","B005KA188S",183,982,3.53551912568306,25,19,31,49,59
"19738","B005KG4DES",385,1058,4.67792207792208,9,6,12,46,312
"19739","B005KG4DV6",171,503,4.70760233918129,1,0,8,30,132
"19740","B005KG4E8S",239,660,4.2928870292887,4,7,33,66,129
"19741","B005KG4EFG",195,459,4.3948717948718,2,6,19,54,114
"19742","B005KG4EJC",210,509,4.41428571428571,7,10,13,39,141
"19743","B005KGPB3A",114,2787,4.02631578947368,16,8,6,11,73
"19744","B005KGPC4S",133,1470,3.60902255639098,25,11,12,28,57
"19745","B005KGPHZC",295,2946,3.94915254237288,26,12,46,78,133
"19746","B005KGPOFK",295,2946,3.94915254237288,26,12,46,78,133
"19747","B005KGPZZO",114,2785,4.02631578947368,16,8,6,11,73
"19748","B005KKVAHW",134,657,4.3134328358209,5,7,10,31,81
"19749","B005KP77HE",406,966,4.35960591133005,0,14,46,126,220
"19750","B005KQVDH8",378,961,4.62433862433862,2,10,21,62,283
"19751","B005KQVE68",377,2311,4.54907161803713,9,14,18,56,280
"19752","B005KR6NNG",110,312,4.36363636363636,7,4,7,16,76
"19753","B005KR6NO0",110,312,4.36363636363636,7,4,7,16,76
"19754","B005KR6O58",185,335,4.44864864864865,9,4,13,28,131
"19755","B005KSW5PA",506,2194,4.64822134387352,17,6,9,74,400
"19756","B005KSW5WI",506,2194,4.64822134387352,17,6,9,74,400
"19757","B005KYL9LK",232,2520,4.13793103448276,26,8,19,34,145
"19758","B005LAIGLE",160,348,3.31875,26,26,26,35,47
"19759","B005LAIGLO",160,348,3.31875,26,26,26,35,47
"19760","B005LAIGN2",259,1665,3.44401544401544,47,31,38,46,97
"19761","B005LAIGNC",259,1665,3.44401544401544,47,31,38,46,97
"19762","B005LAIGOQ",269,1287,3.65799256505576,23,31,43,90,82
"19763","B005LAIGP0",269,1287,3.65799256505576,23,31,43,90,82
"19764","B005LAIGPA",258,1274,3.38372093023256,47,24,44,69,74
"19765","B005LAIGPU",259,1274,3.38223938223938,47,24,45,69,74
"19766","B005LAIGRS",271,701,3.76014760147601,19,19,57,89,87
"19767","B005LAIGSC",271,701,3.76014760147601,19,19,57,89,87
"19768","B005LAIGSM",126,348,3.53968253968254,17,15,21,29,44
"19769","B005LAIGTG",126,348,3.53968253968254,17,15,21,29,44
"19770","B005LAIGW8",258,1150,2.35658914728682,109,45,42,27,35
"19771","B005LAIGWS",258,1150,2.35658914728682,109,45,42,27,35
"19772","B005LAIGXW",224,683,3.69642857142857,23,25,26,73,77
"19773","B005LAIGY6",224,683,3.69642857142857,23,25,26,73,77
"19774","B005LAIGYQ",421,3667,4.41092636579572,26,14,21,60,300
"19775","B005LAIGZU",421,3667,4.41092636579572,26,14,21,60,300
"19776","B005LAIH0O",105,425,2.66666666666667,37,15,19,14,20
"19777","B005LAIH1S",102,323,4.2156862745098,7,1,16,17,61
"19778","B005LAIH22",102,323,4.2156862745098,7,1,16,17,61
"19779","B005LAIH4A",339,1102,4.08259587020649,33,18,36,53,199
"19780","B005LAIH54",236,658,3.42372881355932,30,31,56,47,72
"19781","B005LAIH5O",236,658,3.42372881355932,30,31,56,47,72
"19782","B005LAIH86",143,116,4.17482517482518,5,5,22,39,72
"19783","B005LAIH8Q",143,116,4.17482517482518,5,5,22,39,72
"19784","B005LAIH9A",163,352,3.89570552147239,14,13,21,43,72
"19785","B005LAIH9K",163,352,3.89570552147239,14,13,21,43,72
"19786","B005LAIHE0",144,204,3,33,20,30,36,25
"19787","B005LAIHEA",144,204,3,33,20,30,36,25
"19788","B005LAIHGI",242,1180,2.69421487603306,89,32,31,44,46
"19789","B005LAIHHC",242,1180,2.69421487603306,89,32,31,44,46
"19790","B005LAIHPE",706,1888,3.56657223796034,91,74,117,192,232
"19791","B005LAIHPY",706,1887,3.56657223796034,91,74,117,192,232
"19792","B005LAIHR2",124,701,3.41935483870968,30,12,8,24,50
"19793","B005LAIHRC",123,701,3.4390243902439,29,12,8,24,50
"19794","B005LAIHSG",806,4393,3.33002481389578,107,131,159,207,202
"19795","B005LAIHSQ",806,4393,3.33002481389578,107,131,159,207,202
"19796","B005LAIHXQ",790,16337,3.25822784810127,168,110,110,154,248
"19797","B005LAIHY0",791,16293,3.25158027812895,170,111,108,154,248
"19798","B005LAIHZY",105,2289,3.96190476190476,9,9,12,22,53
"19799","B005LAII08",105,2289,3.96190476190476,9,9,12,22,53
"19800","B005LAII0I",264,552,3.34848484848485,47,31,43,69,74
"19801","B005LAII0S",264,554,3.34848484848485,47,31,43,69,74
"19802","B005LAIIRQ",496,3414,2.84274193548387,153,75,68,97,103
